NMDS1	NMDS2	dclass	TaxLevel
-0.268031103256797	-0.243255163586088	T00C	OTU
-0.238843218422988	-0.233157753921814	T00C	OTU
-0.283660517823528	-0.240686389788557	T00C	OTU
-0.216514760300134	-0.203149133175328	T00C	OTU
-0.283280868638784	-0.220168833934728	T00C	OTU
-0.224104601653729	-0.209916994863696	T00C	OTU
-0.266245167443633	-0.211895519175639	T00C	OTU
-0.254953476860828	-0.207847791646482	T00C	OTU
-0.226916398586331	-0.229994119249307	T00C	OTU
-0.26334422784265	-0.237351248181111	T00C	OTU
-0.258654103704595	-0.243847079811732	T00C	OTU
-0.248420604823631	-0.260804641442105	T00C	OTU
-0.0702514865118459	-0.278451554994928	T00C	OTU
-0.224704269077775	-0.218813856678953	T00C	OTU
-0.253614310471233	-0.272416295951522	T00C	OTU
-0.235003945174374	-0.231972723184314	T00C	OTU
-0.119583110442099	-0.247998296304617	T00C	OTU
-0.23646659335865	-0.22348862266102	T00C	OTU
-0.251089115628168	-0.278965075750223	T00C	OTU
-0.251372336492405	-0.232042456636431	T00C	OTU
0.234903881956623	0.234659130928759	T05C	OTU
0.0935707123127225	0.16121655960635	T05C	OTU
0.0696047031099046	0.0364905472853134	T05C	OTU
0.210261715700222	0.448255569025361	T05C	OTU
0.050048504110622	0.0107044529117546	T05C	OTU
0.139116338272491	0.145134968058988	T05C	OTU
0.0425939562568261	-0.0058735645856645	T05C	OTU
0.163522406280063	0.201411460699259	T05C	OTU
0.0289304908244836	-0.0141262174085112	T05C	OTU
0.0174292078477349	-0.024368726793454	T05C	OTU
0.119547964076595	0.100566651737786	T05C	OTU
0.0705550703485287	0.00777862916676381	T05C	OTU
0.0715561973255022	0.0700520923151286	T05C	OTU
0.0844462805507695	0.0184292386982967	T05C	OTU
0.122186447445557	0.123228806904447	T05C	OTU
0.0892616839045873	0.169104238887792	T05C	OTU
-0.00659020655480898	0.0539850492907973	T05C	OTU
0.197407761497999	0.302594546023865	T05C	OTU
0.0432160324376027	0.0317797593050838	T05C	OTU
0.227084373015879	0.310391422461725	T05C	OTU
-0.172385140515633	0.000497991776697764	T05M	OTU
-0.154978398253528	0.0580628810861428	T05M	OTU
-0.158365909418726	0.0975391663108459	T05M	OTU
-0.17421484882575	-0.0141263263639689	T05M	OTU
-0.155334031023909	0.020545235346588	T05M	OTU
-0.182340760976384	-0.0407134575953146	T05M	OTU
-0.122460887699641	0.215249072862535	T05M	OTU
-0.15738350601158	0.0447504172779393	T05M	OTU
-0.182697861019301	-0.0316044221003523	T05M	OTU
-0.168556526975764	-0.0153219410692474	T05M	OTU
-0.177061305978328	0.0933296931076767	T05M	OTU
-0.177843689196232	-0.0356624742239244	T05M	OTU
-0.170233914788407	0.129350302633467	T05M	OTU
-0.12347235464687	0.364506963737979	T05M	OTU
-0.112153206052608	0.32950116753506	T05M	OTU
-0.176303248164617	0.00689640538069806	T05M	OTU
-0.159513658236671	0.0142800716594328	T05M	OTU
-0.156474211242858	0.114748182100805	T05M	OTU
-0.164149209895692	0.20210046177889	T05M	OTU
-0.165012800259602	0.0746300727366244	T05M	OTU
0.496762595166447	-0.0213126936748177	T12C	OTU
0.570584166629314	-0.00210428176689245	T12C	OTU
0.222304273236688	-0.0395036583659263	T12C	OTU
0.189383410959353	-0.0454859973987523	T12C	OTU
0.163610433901824	-0.0732536839116332	T12C	OTU
0.19106005791697	-0.05689249360225	T12C	OTU
0.176584979017835	-0.0650773516169688	T12C	OTU
0.180523519247901	-0.0775929213650253	T12C	OTU
0.296134085081137	-0.0265579330397045	T12C	OTU
0.34978409931353	0.018858176106933	T12C	OTU
0.209915483062451	-0.0628771884475008	T12C	OTU
0.19211583938266	-0.0677154958513739	T12C	OTU
0.245213154980396	-0.0347425830935753	T12C	OTU
0.191552231912044	-0.0444502537495272	T12C	OTU
0.243633710377606	-0.024521925080742	T12C	OTU
0.189493807184105	-0.0367784604233038	T12C	OTU
0.273059192376011	0.128247681932903	T12C	OTU
0.187081460599852	-0.070898143165291	T12C	OTU
0.234086992890357	-0.0472290341492363	T12C	OTU
0.472754829182536	-0.00285332391674912	T12C	OTU
-0.193180940180338	-0.00365148022476642	T12M	OTU
-0.196500235329486	-0.0146176649410542	T12M	OTU
-0.190680491542259	0.023450459594089	T12M	OTU
-0.0250186520072002	0.569241624043663	T12M	OTU
-0.216888803386093	0.0231924065843884	T12M	OTU
-0.18888877355036	0.0434425133099173	T12M	OTU
-0.193357214755984	0.132855546786055	T12M	OTU
-0.167259434561722	0.153545166041635	T12M	OTU
-0.251243351632458	0.0728684787610911	T12M	OTU
-0.197661230240571	0.0454326335788033	T12M	OTU
-0.193344079190825	0.0995373386776777	T12M	OTU
-0.178710915004456	0.0589631039763113	T12M	OTU
-0.19884152684178	0.0373208706558535	T12M	OTU
-0.166702004100406	0.0317881571200097	T12M	OTU
