NMDS1	NMDS2	dclass	TaxLevel
0.159783811000394	-0.03951710444505	T21C	Family
0.226241282171378	0.0800257043152543	T21C	Family
0.150396249154314	-0.0550497666388845	T21C	Family
0.164556357088706	-0.0245950721517949	T21C	Family
0.302392690865684	0.00690433925349645	T21C	Family
0.31686387112739	-0.0699858906466472	T21C	Family
0.330855207177183	0.162832115889356	T21C	Family
0.377146815927	-0.0260832496271117	T21C	Family
0.477816071612117	-0.0271090823247807	T21C	Family
-0.145460935378168	-0.010583497027684	T21M	Family
-0.0695783213482552	0.159771017907313	T21M	Family
-0.0774093612332995	-0.0289681498774246	T21M	Family
-0.162602982089926	0.272648623932229	T21M	Family
-0.12361472263619	-0.0424636963449598	T21M	Family
-0.0725747867866428	0.054066115494177	T21M	Family
-0.110898564421236	-0.0352750354609848	T21M	Family
